common_name,genus,species,type,cultivar,date_removed,latitude,longitude
Aspen,Populus,tremuloides,Deciduous,,,-111.0512256,45.66196361
Aspen,Populus,tremuloides,Deciduous,,,-111.0513009,45.66196328
Aspen,Populus,tremuloides,Deciduous,,,-111.0513744,45.66196389
Elm (American),Ulmus,americana,Deciduous,Brandon,,-111.050291,45.66156876
Elm (American),Ulmus,americana,Deciduous,Brandon,,-111.0504208,45.66157042
Elm (American),Ulmus,americana,Deciduous,Brandon,,-111.0511261,45.66157131
Elm (American),Ulmus,americana,Deciduous,Brandon,,-111.0515677,45.66157273
Elm (American),Ulmus,americana,Deciduous,Brandon,,-111.051585,45.66099488
Honey Locust,Gleditsia,triacanthos,Deciduous,Inermis SkyLine,,-111.050372,45.66099112
Honey Locust,Gleditsia,triacanthos,Deciduous,Inermis SkyLine,,-111.0512509,45.66099392
Honey Locust,Gleditsia,triacanthos,Deciduous,Inermis SkyLine,,-111.0509901,45.66156984
Honey Locust,Gleditsia,triacanthos,Deciduous,Inermis SkyLine,,-111.0508514,45.6615701
Honey Locust,Gleditsia,triacanthos,Deciduous,Inermis SkyLine,,-111.050707,45.66156903
Calypso Ash,Fraxinus,americana,Deciduous,Calypso,,-111.0500782,45.661519
Calypso Ash,Fraxinus,americana,Deciduous,Calypso,,-111.05008,45.66161375
Prairie SpireAsh (Green),Fraxinus,pennsylvanica,Deciduous,Rugby,,-111.0505665,45.66156864
Prairie SpireAsh (Green),Fraxinus,pennsylvanica,Deciduous,Rugby,,-111.0512673,45.66157111
Prairie SpireAsh (Green),Fraxinus,pennsylvanica,Deciduous,Rugby,,-111.0514112,45.66099296
Calypso Ash,Fraxinus,americana,Deciduous,Calypso,,-111.0510982,45.66099271
Calypso Ash,Fraxinus,americana,Deciduous,Calypso,,-111.0509371,45.66099171
Calypso Ash,Fraxinus,americana,Deciduous,Calypso,,-111.0507759,45.66099109
Calypso Ash,Fraxinus,americana,Deciduous,Calypso,,-111.0500792,45.66094745
Calypso Ash,Fraxinus,americana,Deciduous,Calypso,,-111.0500789,45.66103177
Prairie SpireAsh (Green),Fraxinus,pennsylvanica,Deciduous,Rugby,,-111.0517512,45.66214982
Calypso Ash,Fraxinus,americana,Deciduous,Calypso,,-111.0516328,45.6621475
Apple (Flower Crab),Malus, ,Deciduous,Selkirk,,-111.0489421,45.6654678
Apple (Flower Crab),Malus, ,Deciduous,Selkirk,,-111.046463,45.66818449
Apple (Flower Crab),Malus, ,Deciduous,Selkirk,,-111.0455874,45.66816867
Apple (Flower Crab),Malus, ,Deciduous,Selkirk,,-111.0455819,45.66820661
Apple (Flower Crab),Malus, ,Deciduous,Selkirk,,-111.0455591,45.66818931
Maple,Acer,rubrum,Deciduous,,,-111.0498955,45.6685786
Apple (Flower Crab),Malus, ,Deciduous,,,-111.0463099,45.66806747
Elm (American),Ulmus,americana,Deciduous,Brandon,,-111.0496912,45.66041716
Elm (American),Ulmus,americana,Deciduous,Brandon,,-111.0494594,45.66041867
Elm (American),Ulmus,americana,Deciduous,Brandon,,-111.0469995,45.66044015
Elm (American),Ulmus,americana,Deciduous,Brandon,,-111.0472429,45.66043177
Prairie SpireAsh (Green),Fraxinus,pennsylvanica,Deciduous,Rugby,,-111.0474866,45.66043078
Prairie SpireAsh (Green),Fraxinus,pennsylvanica,Deciduous,Rugby,,-111.0477297,45.66042987
Prairie SpireAsh (Green),Fraxinus,pennsylvanica,Deciduous,Rugby,,-111.047973,45.66042734
Prairie SpireAsh (Green),Fraxinus,pennsylvanica,Deciduous,Rugby,,-111.0482272,45.6604251
Prairie SpireAsh (Green),Fraxinus,pennsylvanica,Deciduous,Rugby,,-111.0484743,45.66042646
Prairie SpireAsh (Green),Fraxinus,pennsylvanica,Deciduous,Rugby,,-111.0487208,45.66042247
Prairie SpireAsh (Green),Fraxinus,pennsylvanica,Deciduous,Rugby,,-111.0489773,45.66042199
Prairie SpireAsh (Green),Fraxinus,pennsylvanica,Deciduous,Rugby,,-111.0492103,45.66042068
Honey Locust,Gleditsia,triacanthos,Deciduous,Inermis SkyLine,,-111.0511103,45.6659784
Hot Wings Maple,Acer,tataricum,Deciduous,,,-111.0510093,45.66612385
Elm (American),Ulmus,americana,Deciduous,,,-111.05419,45.67007238
Elm (American),Ulmus,americana,Deciduous,,,-111.0543843,45.6700753
Honey Locust,Gleditsia,triacanthos,Deciduous,Inermis SkyLine,,-111.0514996,45.67026065
Honey Locust,Gleditsia,triacanthos,Deciduous,Inermis SkyLine,,-111.0518341,45.67027824
Crimson King,Acer,platanoides,Deciduous,Crimson King,,-111.0502333,45.66840959
Apple (Flower Crab),Malus, ,Deciduous,,,-111.0475774,45.66825996
Chokecherry,Prunus,padus,Deciduous,,,-111.0508961,45.66877798
Oakleaf Mtn. Ash,Sorbus,x hybrida,Deciduous,,,-111.0517276,45.67089951
Oakleaf Mtn. Ash,Sorbus,,Deciduous,,,-111.0516794,45.67092765
Oakleaf Mtn. Ash,Sorbus,x hybrida,Deciduous,,,-111.0516608,45.67095492
Northern Flare Maple,Acer,saccharum,Deciduous,,,-111.0517467,45.66078501
Northern Flare Maple,Acer,saccharum,Deciduous,,,-111.0518798,45.66066681
Elm (American),Ulmus,americana,Deciduous,,,-111.0515372,45.66053319
Elm (American),Ulmus,americana,Deciduous,,,-111.0514235,45.66040512
Elm (American),Ulmus,americana,Deciduous,,,-111.0501316,45.66041277
Elm (American),Ulmus,americana,Deciduous,,,-111.0503449,45.66041097
Ash (Green),Fraxinus,americana,Deciduous,,,-111.0505815,45.66040935
Ash (Green),Fraxinus,americana,Deciduous,,,-111.0507911,45.66040757
Ash (Green),Fraxinus,americana,Deciduous,,,-111.0510027,45.66040694
Ash (Green),Fraxinus,americana,Deciduous,,,-111.0512139,45.66040532
"Black, Walnut",Juglans,nigra,Deciduous,,,-111.0518999,45.66789289
Lilac (Japanese),Syringa,reticulata,Deciduous,,,-111.0498219,45.67103755
Hawthorne,Crataegus,oxycantha,Deciduous,Toba,,-111.0498304,45.67093601
Hawthorne,Crataegus,oxycantha,Deciduous,Toba,,-111.0498414,45.67036161
Ginnala Maple,Acer,ginnala,Deciduous,,,-111.0498345,45.67046435
Flowering Crabapple,Malus, ,Deciduous,,,-111.0498292,45.6708678
Birch (Weeping),Betula,pendula,Deciduous,,,-111.0498127,45.67026888
Birch (Weeping),Betula,pendula,Deciduous,,,-111.0492074,45.67025256
European Mtn.  Ash,Sorbus,aucuparia,Deciduous,,,-111.0483307,45.67048604
European Mtn.  Ash,Sorbus,aucuparia,Deciduous,,,-111.0483313,45.6706388
Showy Mtn. Ash,Sorbus,decora,Deciduous,,,-111.0483477,45.67067082
Flowering Crabapple,Malus, ,Deciduous,,,-111.0483756,45.67059276
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0483011,45.67097531
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0485745,45.67103675
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0481853,45.67026802
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0481856,45.67037757
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0481926,45.67049104
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0481857,45.67061405
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0481885,45.67071099
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0481885,45.6707942
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0481872,45.67085563
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0481802,45.67095134
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0481871,45.67102659
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0483139,45.67112031
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0486164,45.67087353
Maple (Norway),Acer,platanoides,Deciduous,,,-111.0487821,45.67088153
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0489875,45.67106504
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0489793,45.67111075
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0490345,45.67105411
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0490383,45.67102317
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0490275,45.67084204
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0491877,45.67085153
Maple (Norway),Acer,platanoides,Deciduous,,,-111.049204,45.67108577
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0494524,45.67091607
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0495952,45.67107496
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.045553,45.67010429
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0454805,45.67004771
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0454862,45.66996263
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0454797,45.66988198
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,1/5/16 0:00,-111.0454804,45.66980118
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0454811,45.66971482
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0454799,45.66960935
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0454807,45.66933205
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,7/18/16 14:21,-111.0454824,45.66927635
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0455808,45.66922805
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0456987,45.66922766
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0458135,45.66922542
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0459325,45.66922236
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0461556,45.66922656
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.046288,45.66922906
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.04641,45.66923115
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0465246,45.66922208
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0466122,45.66926764
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0466145,45.6693499
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0466113,45.66944714
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0466109,45.66952327
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.046613,45.66962293
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.046608,45.66988026
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0466095,45.66995352
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0466102,45.67004141
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.046541,45.67009966
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0464415,45.67009925
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0463455,45.67009945
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0462106,45.67009924
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0460977,45.67010279
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0459932,45.67010693
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.045894,45.67010521
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.045735,45.6701026
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0456428,45.67010361
Maple (Norway),Acer,platanoides,Deciduous,,,-111.0466088,45.66979214
Apple (Flower Crab),Malus, ,Deciduous,,,-111.0456152,45.66990394
Apple (Flower Crab),Malus, ,Deciduous,,,-111.0460007,45.66981448
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0455939,45.6700184
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0465064,45.67002164
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0464915,45.6698989
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0463974,45.66979124
Apple (Flower Crab),Malus, ,Deciduous,,1/1/15 0:00,-111.0470451,45.66990835
Apple (Flower Crab),Malus, ,Deciduous,,,-111.0470885,45.67003836
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0467808,45.66989252
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0467778,45.66982034
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0467795,45.66972624
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0467766,45.66964126
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0467766,45.66935612
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0467771,45.66928336
Apple (Flower Crab),Malus, ,Deciduous,,,-111.0468286,45.66972055
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0468787,45.66923073
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0470358,45.6692269
Maple,Acer,tataricum,Deciduous,,,-111.0470442,45.66928246
Chokecherry,Prunus,virginiana,Deciduous,,,-111.0470923,45.66942788
Tatarian Maple,Acer,tataricum,Deciduous,,,-111.0476839,45.6692864
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.047183,45.6692265
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.04734,45.66922667
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0474873,45.66922433
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0476982,45.66922328
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.047933,45.66931052
Lilac (Japanese),Syringa,reticulata,Deciduous,,,-111.047933,45.66943097
Lilac (Japanese),Syringa,reticulata,Deciduous,,,-111.0479382,45.66954162
Lilac (Japanese),Syringa,reticulata,Deciduous,,,-111.0479299,45.66963487
Lilac (Japanese),Syringa,reticulata,Deciduous,,,-111.0479304,45.66975024
Lilac (Japanese),Syringa,reticulata,Deciduous,,,-111.0479287,45.66984811
Lilac (Japanese),Syringa,reticulata,Deciduous,,,-111.047933,45.6699503
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0478484,45.67005284
Apple (Flower Crab),Malus, ,Deciduous,,,-111.0472748,45.66930088
Maple (Norway),Acer,platanoides,Deciduous,,,-111.0508959,45.67041175
Maple (Norway),Acer,platanoides,Deciduous,,,-111.0507898,45.67042115
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0510807,45.6706467
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.05113,45.67064505
Mountain Ash,Sorbus,aucuparia,Deciduous,,,-111.0506684,45.67064404
Mountain Ash,Sorbus,aucuparia,Deciduous,,,-111.0503391,45.67107573
Maple (Norway),Acer,platanoides,Deciduous,,,-111.0505255,45.67104372
Chokecherry,Prunus,virginiana,Deciduous,,1/1/15 0:00,-111.0499181,45.67088194
Honey Locust,Gleditsia,tricanthos,Deciduous,Inermis,,-111.050382,45.67065527
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.045639,45.66912455
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0457391,45.66912633
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0458457,45.66912718
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0459618,45.66912336
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.046112,45.66912465
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0462138,45.66912158
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.046316,45.66912061
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0464128,45.66912279
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0465305,45.66912274
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0466195,45.66908466
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.046616,45.66898192
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0465019,45.66897228
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0464772,45.6690125
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0462268,45.66903559
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0457465,45.66902904
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0456725,45.66899677
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0455863,45.6689343
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0455584,45.66885578
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0454753,45.66867559
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0454733,45.6687973
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0454808,45.66893727
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0454778,45.66908722
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0466199,45.66876458
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0466124,45.66855108
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0466183,45.66844192
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0466198,45.6683317
Elm (American),Ulmus,americana,Deciduous,,,-111.0456381,45.66905654
Elm (American),Ulmus,americana,Deciduous,,,-111.0457428,45.66905264
Elm (American),Ulmus,americana,Deciduous,,,-111.0459153,45.66906259
Birch (Weeping),Betula,pendula,Deciduous,,,-111.0460512,45.66888118
Birch (Weeping),Betula,pendula,Deciduous,,,-111.0465035,45.66853667
Birch (Weeping),Betula,pendula,Deciduous,,,-111.0464908,45.66848664
Birch (Weeping),Betula,pendula,Deciduous,,,-111.0465104,45.66844493
Apple (Flower Crab),Malus, ,Deciduous,,,-111.0464702,45.66886868
Mountain Ash,Sorbus,aucuparia,Deciduous,,,-111.0460363,45.668506
Linden,Tilia, ,Deciduous,Linden,,-111.0475396,45.66947642
Crabapple,Malus,x,Deciduous,Spring Snow,,-111.0471597,45.66950399
Crabapple,Malus,x,Deciduous,Spring Snow,,-111.0472016,45.66950352
Crabapple,Malus,x,Deciduous,Spring Snow,,-111.0472386,45.66950726
Honey Locust,Gleditsia,triacanthos,Deciduous,Inermis,,-111.0499208,45.67059546
Linden,Tilia, ,Deciduous,,,-111.0500316,45.67061245
Linden,Tilia, ,Deciduous,,,-111.050006,45.67076072
Linden,Tilia, ,Deciduous,,,-111.0500617,45.67070182
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0454852,45.66952788
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0454946,45.66943928
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0546747,45.66577699
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0544533,45.66560451
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0544735,45.66550561
Cottonwood,Populus,deltoides,Deciduous,,,-111.0546681,45.66568228
Cottonwood,Populus,deltoides,Deciduous,,,-111.0546484,45.66563787
Cottonwood,Populus,deltoides,Deciduous,,,-111.0546024,45.66549304
Cottonwood,Populus,deltoides,Deciduous,,,-111.0546573,45.66548515
Cottonwood,Populus,deltoides,Deciduous,,,-111.0546507,45.66545562
Chokecherry,Prunus,virginiana,Deciduous,,,-111.0546701,45.66526812
Chokecherry,Prunus,virginiana,Deciduous,,,-111.054683,45.66526012
Oak (Bur),Quercus,macrocarpa,Deciduous,,,-111.0533757,45.66409239
Maple (Norway),Acer,platanoides,Deciduous,,,-111.0535288,45.66409222
Elm (American),Ulmus,americana,Deciduous,,,-111.0537218,45.66408995
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0538929,45.66409113
Oak (Bur),Quercus,macrocarpa,Deciduous,,,-111.054228,45.66409106
Maple (Norway),Acer,platanoides,Deciduous,,,-111.0543743,45.66409007
Elm (American),Ulmus,americana,Deciduous,,,-111.0545308,45.6640889
Oak (Bur),Quercus,macrocarpa,Deciduous,,,-111.0546893,45.66408869
Elm (American),Acer,platanoides,Deciduous,,,-111.0548511,45.66408143
Elm (American),Ulmus,americana,Deciduous,,,-111.0549752,45.6640877
Cottonwood,Populus,deltoides,Deciduous,,,-111.0552825,45.66525043
Cottonwood,Populus,deltoides,Deciduous,,,-111.0553577,45.66534304
Cottonwood,Populus,deltoides,Deciduous,,,-111.0551994,45.66530993
Cottonwood,Populus,deltoides,Deciduous,,,-111.054859,45.66553518
Cottonwood,Populus,deltoides,Deciduous,,,-111.0548165,45.66558834
Cottonwood,Populus,deltoides,Deciduous,,,-111.054836,45.66566504
Cottonwood,Populus,deltoides,Deciduous,,,-111.0548862,45.66577387
Maple (Silver),Acer,saccharinum,Deciduous,,,-111.0550632,45.66539509
Maple (Silver),Acer,saccharinum,Deciduous,,,-111.054878,45.66547984
Maple (Norway),Acer,platanoides,Deciduous,,,-111.0547258,45.66542199
Pacific Sunset Maple,Acer,truncatum x A. platanoides,Deciduous,Warrenred,,-111.0503158,45.67022574
Maple (Norway),Acer,platanoides,Deciduous,Deborah,,-111.0500867,45.6702404
Maple (Norway),Acer,platanoides,Deciduous,Deborah,,-111.0499244,45.67023025
Honey Locust,Gleditsia,triacanthos,Deciduous,Skycole,,-111.0501456,45.6703328
Honey Locust,Gleditsia,triacanthos,Deciduous,Skycole,,-111.0503487,45.67032979
Maple (Norway),Acer,platanoides,Deciduous,Homestead,,-111.0545724,45.66560519
Maple (Norway),Acer,platanoides,Deciduous,Homestead,,-111.0546049,45.66557785
Maple (Norway),Acer,platanoides,Deciduous,Homestead,,-111.0548735,45.66570607
Maple (Norway),Acer,platanoides,Deciduous,Homestead,,-111.0549861,45.66544862
Maple (Norway),Acer,platanoides,Deciduous,Homestead,,-111.0550795,45.66540269
Maple (Norway),Acer,platanoides,Deciduous,Homestead,,-111.0551543,45.66536343
Maple (Norway),Acer,platanoides,Deciduous,,,-111.0462476,45.66888881
Maple (Norway),Acer,platanoides,Deciduous,,,-111.0482693,45.67066658
Maple (Norway),Acer,platanoides,Deciduous,,,-111.0494455,45.67108593
Emerald Lustre Maple,Acer,platanoides,Deciduous,Pond,,-111.050752,45.67036307
Autumn Blaze Maple,Acer,freemanii,Deciduous,Jeffsred,,-111.0508766,45.67031281
Prairie SpireAsh (Green),Fraxinus,pennsylvanica,Deciduous,Rugby,,-111.0555534,45.66553971
Prairie SpireAsh (Green),Fraxinus,pennsylvanica,Deciduous,Rugby,,-111.0552869,45.66541189
Prairie SpireAsh (Green),Fraxinus,pennsylvanica,Deciduous,Rugby,,-111.0553999,45.66525508
Hawthorne,Crataegus,x mordensis,Deciduous,Toba,,-111.0538803,45.66586714
Elm (American),Ulmus,americana,Deciduous,Brandon,,-111.0538792,45.66520605
Elm (American),Ulmus,americana,Deciduous,Brandon,,-111.0537718,45.66524217
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0534631,45.66530025
Aspen,Populus,tremuloides,Deciduous,,,-111.0535559,45.66534542
Aspen,Populus,tremuloides,Deciduous,,,-111.0535554,45.66532736
Mountain Ash,Sorbus,decora,Deciduous,,,-111.0535512,45.66538871
Russian Olive,Elaeagnus,angustifolia,Deciduous,,,-111.0534961,45.66545343
Russian Olive,Elaeagnus,angustifolia,Deciduous,,,-111.0534986,45.66544199
Russian Olive,Elaeagnus,angustifolia,Deciduous,,,-111.0535297,45.66546847
Mountain Ash,Sorbus,decora,Deciduous,,,-111.0535112,45.6656909
Aspen,Populus,tremuloides,Deciduous,,,-111.053486,45.6657473
Aspen,Populus,tremuloides,Deciduous,,,-111.0535113,45.66571758
Aspen,Populus,tremuloides,Deciduous,,,-111.0535216,45.66575758
Aspen,Populus,tremuloides,Deciduous,,,-111.0535338,45.66579333
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0539869,45.66639432
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0538016,45.66640408
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0536245,45.66634921
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0535379,45.66625954
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0534805,45.66613083
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0534695,45.66600122
Ash (Green),Fraxinus,pennsylvanica,Deciduous,,,-111.0534681,45.66587611
Apple (Flower Crab),Malus, ,Deciduous,,,-111.053633,45.66588881
Lilac (Japanese),Syringa,reticulata,Deciduous,,,-111.050439,45.67030104
Lilac (Japanese),Syringa,reticulata,Deciduous,,,-111.0506525,45.67029705
Colorado Blue Spruce,Picea,pungens,Coniferous,,,-111.0492869,45.66501276
Colorado Blue Spruce,Picea,pungens,Coniferous,,,-111.0492214,45.66501116
Colorado Blue Spruce,Picea,pungens,Coniferous,,,-111.0493667,45.66500758
Rocky MTN Juniper,Juniperus,scopulorum,Coniferous,,8/16/16 19:15,-111.0483009,45.66506029
Rocky MTN Juniper,Juniperus,scopulorum,Coniferous,,8/16/16 19:14,-111.0483897,45.66506781
Rocky MTN Juniper,Juniperus,scopulorum,Coniferous,,8/16/16 19:15,-111.0483782,45.66506183
Colorado Blue Spruce,Picea,pungens,Coniferous,,,-111.0486828,45.66500718
Black Hills Spruce,Picea,glauca,Coniferous,Densata,,-111.0486313,45.66503019
Black Hills Spruce,Picea,glauca,Coniferous,Densata,,-111.0486149,45.66506212
Black Hills Spruce,Picea,glauca,Coniferous,Densata,,-111.0486683,45.66506339
Colorado Blue Spruce,Picea,pungens,Coniferous,,,-111.0495596,45.6631343
Colorado Blue Spruce,Picea,pungens,Coniferous,,,-111.0495452,45.66322056
Colorado Blue Spruce,Picea,pungens,Coniferous,,,-111.0501083,45.66421667
Colorado Blue Spruce,Picea,pungens,Coniferous,,,-111.0477015,45.66286376
Austrian Pine,Pinus,nigra,Coniferous,,,-111.0473468,45.66286724
Colorado Blue Spruce,Picea,pungens,Coniferous,,,-111.0472209,45.66287428
Colorado Blue Spruce,Picea,pungens,Coniferous,,,-111.0470781,45.66288912
Colorado Blue Spruce,Picea,pungens,Coniferous,,,-111.0475283,45.66285194
Colorado Blue Spruce,Picea,pungens,Coniferous,,,-111.0515883,45.66363999
Colorado Blue Spruce,Picea,pungens,Coniferous,,,-111.0516296,45.66361798
Colorado Blue Spruce,Picea,pungens,Coniferous,,,-111.0502258,45.66501471
Ponderosa Pine,Pinus,ponderosa,Coniferous,,,-111.0505448,45.66497316
Austrian Pine,Pinus,nigra,Coniferous,,,-111.0505359,45.66462858
Black Hills Spruce,Picea,glauca,Coniferous,Densata,,-111.0506,45.66464114
Colorado Blue Spruce,Picea,pungens,Coniferous,,,-111.0506221,45.66457097
Mugo Pine,Pinus,mugo,Coniferous,,,-111.051633,45.66321218
Norway Spruce,Picea,abies,Coniferous,,,-111.0516941,45.66315584
Norway Spruce,Picea,abies,Coniferous,,,-111.0516803,45.66309139
Norway Spruce,Picea,abies,Coniferous,,,-111.0517745,45.66303328
Colorado Blue Spruce,Picea,pungens,Coniferous,,,-111.0516424,45.66305057
Norway Spruce,Picea,abies,Coniferous,,,-111.0517428,45.66281581
Norway Spruce,Picea,abies,Coniferous,,,-111.0519125,45.66279331
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0608815,45.66584956
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0608677,45.66589234
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0608712,45.6656049
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0608519,45.66552907
Bristlecone Pine,Pinus,longaeva,Coniferous,,,-111.0518061,45.66045431
